"num_samples","batchsize: 8 (Batchsize: partner: IQL) - _step","batchsize: 8 (Batchsize: partner: IQL) - _step__MIN","batchsize: 8 (Batchsize: partner: IQL) - _step__MAX","batchsize: 8 (Batchsize: partner: IQL) - score","batchsize: 8 (Batchsize: partner: IQL) - score__MIN","batchsize: 8 (Batchsize: partner: IQL) - score__MAX","batchsize: 16 (Batchsize: partner: IQL) - _step","batchsize: 16 (Batchsize: partner: IQL) - _step__MIN","batchsize: 16 (Batchsize: partner: IQL) - _step__MAX","batchsize: 16 (Batchsize: partner: IQL) - score","batchsize: 16 (Batchsize: partner: IQL) - score__MIN","batchsize: 16 (Batchsize: partner: IQL) - score__MAX","batchsize: 32 (Batchsize: partner: IQL) - _step","batchsize: 32 (Batchsize: partner: IQL) - _step__MIN","batchsize: 32 (Batchsize: partner: IQL) - _step__MAX","batchsize: 32 (Batchsize: partner: IQL) - score","batchsize: 32 (Batchsize: partner: IQL) - score__MIN","batchsize: 32 (Batchsize: partner: IQL) - score__MAX","batchsize: 64 (Batchsize: partner: IQL) - _step","batchsize: 64 (Batchsize: partner: IQL) - _step__MIN","batchsize: 64 (Batchsize: partner: IQL) - _step__MAX","batchsize: 64 (Batchsize: partner: IQL) - score","batchsize: 64 (Batchsize: partner: IQL) - score__MIN","batchsize: 64 (Batchsize: partner: IQL) - score__MAX","batchsize: 128 (Batchsize: partner: IQL) - _step","batchsize: 128 (Batchsize: partner: IQL) - _step__MIN","batchsize: 128 (Batchsize: partner: IQL) - _step__MAX","batchsize: 128 (Batchsize: partner: IQL) - score","batchsize: 128 (Batchsize: partner: IQL) - score__MIN","batchsize: 128 (Batchsize: partner: IQL) - score__MAX","batchsize: 256 (Batchsize: partner: IQL) - _step","batchsize: 256 (Batchsize: partner: IQL) - _step__MIN","batchsize: 256 (Batchsize: partner: IQL) - _step__MAX","batchsize: 256 (Batchsize: partner: IQL) - score","batchsize: 256 (Batchsize: partner: IQL) - score__MIN","batchsize: 256 (Batchsize: partner: IQL) - score__MAX","batchsize: 512 (Batchsize: partner: IQL) - _step","batchsize: 512 (Batchsize: partner: IQL) - _step__MIN","batchsize: 512 (Batchsize: partner: IQL) - _step__MAX","batchsize: 512 (Batchsize: partner: IQL) - score","batchsize: 512 (Batchsize: partner: IQL) - score__MIN","batchsize: 512 (Batchsize: partner: IQL) - score__MAX","batchsize: 1024 (Batchsize: partner: IQL) - _step","batchsize: 1024 (Batchsize: partner: IQL) - _step__MIN","batchsize: 1024 (Batchsize: partner: IQL) - _step__MAX","batchsize: 1024 (Batchsize: partner: IQL) - score","batchsize: 1024 (Batchsize: partner: IQL) - score__MIN","batchsize: 1024 (Batchsize: partner: IQL) - score__MAX"
"503651","","","","","","","","","","","","","","","","","","","44","44","44","22.571","22.571","22.571","","","","","","","","","","","","","","","","","","","","","","","",""
"503766","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16","16","16","22.224","22.224","22.224","","","","","",""
"504427","","","","","","","60","59","61","22.198999999999998","22.146","22.252","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"504569","","","","","","","","","","","","","","","","","","","45","45","45","22.497","22.497","22.497","","","","","","","","","","","","","","","","","","","","","","","",""
"505198","","","","","","","","","","","","","","","","","","","","","","","","","36","36","36","22.571","22.571","22.571","","","","","","","","","","","","","","","","","",""
"505631","","","","","","","89","89","89","22.399","22.399","22.399","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"505709","97","97","97","22.438","22.438","22.438","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"506536","","","","","","","","","","","","","49","49","49","22.464","22.464","22.464","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"506639","104","104","104","22.236","22.236","22.236","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"506698","","","","","","","","","","","","","","","","","","","","","","","","","35","35","35","22.37","22.37","22.37","","","","","","","","","","","","","","","","","",""
"506737","","","","","","","","","","","","","52","52","52","22.46","22.46","22.46","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"506813","69","69","69","22.28","22.28","22.28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"507088","67","67","67","22.228","22.228","22.228","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"507686","","","","","","","","","","","","","","","","","","","","","","","","","36","36","36","22.346","22.346","22.346","","","","","","","","","","","","","","","","","",""
"508730","","","","","","","","","","","","","","","","","","","","","","","","","44","44","44","22.563","22.563","22.563","","","","","","","","","","","","","","","","","",""
"508869","","","","","","","","","","","","","","","","","","","","","","","","","45","45","45","22.579","22.579","22.579","","","","","","","","","","","","","","","","","",""
"509810","","","","","","","61","61","61","22.326","22.326","22.326","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"510236","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10","10","10","22.431","22.431","22.431"
"510443","98","98","98","22.265","22.265","22.265","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"510685","","","","","","","","","","","","","","","","","","","46","46","46","22.392","22.392","22.392","","","","","","","","","","","","","","","","","","","","","","","",""
"510779","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25","25","25","22.523","22.523","22.523","","","","","","","","","","","",""
"510908","69","69","69","22.158","22.158","22.158","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"510923","","","","","","","90","90","90","22.398","22.398","22.398","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"511111","","","","","","","","","","","","","52","52","52","22.444","22.444","22.444","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"511265","","","","","","","","","","","","","","","","","","","","","","","","","36","36","36","22.197","22.197","22.197","","","","","","","","","","","","","","","","","",""
"511276","","","","","","","63","63","63","22.306","22.306","22.306","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"511396","105","105","105","22.393","22.393","22.393","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"511502","","","","","","","","","","","","","","","","","","","","","","","","","47","47","47","22.619","22.619","22.619","","","","","","","","","","","","","","","","","",""
"511829","","","","","","","","","","","","","","","","","","","","","","","","","36","36","36","22.453","22.453","22.453","","","","","","","","","","","","","","","","","",""
"512360","","","","","","","","","","","","","","","","","","","","","","","","","36","36","36","22.473","22.473","22.473","","","","","","","","","","","","","","","","","",""
"512408","","","","","","","","","","","","","","","","","","","","","","","","","35","35","35","22.516","22.516","22.516","","","","","","","","","","","","","","","","","",""
"512806","","","","","","","60","60","60","22.438","22.438","22.438","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"512983","","","","","","","62","62","62","22.479","22.479","22.479","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"513340","","","","","","","","","","","","","","","","","","","","","","","","","37","37","37","22.403","22.403","22.403","","","","","","","","","","","","","","","","","",""
"514224","70","70","70","22.435","22.435","22.435","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"514350","","","","","","","","","","","","","","","","","","","","","","","","","37","37","37","22.383","22.383","22.383","","","","","","","","","","","","","","","","","",""
"514869","68","68","68","22.148","22.148","22.148","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"515328","","","","","","","","","","","","","","","","","","","45","45","45","22.552","22.552","22.552","","","","","","","","","","","","","","","","","","","","","","","",""
"515422","99","99","99","22.358","22.358","22.358","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"515699","106","106","106","22.329","22.329","22.329","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"516044","","","","","","","91","91","91","22.384","22.384","22.384","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"516291","","","","","","","","","","","","","","","","","","","46","46","46","22.471","22.471","22.471","","","","","","","","","","","","","","","","","","","","","","","",""
"516942","","","","","","","","","","","","","53","53","53","22.4","22.4","22.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"517014","","","","","","","","","","","","","50","50","50","22.387","22.387","22.387","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"517592","","","","","","","","","","","","","","","","","","","","","","","","","37","37","37","22.419","22.419","22.419","","","","","","","","","","","","","","","","","",""
"518666","","","","","","","62","62","62","22.329","22.329","22.329","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"518804","70","70","70","22.251","22.251","22.251","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"518910","","","","","","","","","","","","","","","","","","","","","","","","","46","46","46","22.562","22.562","22.562","","","","","","","","","","","","","","","","","",""
"519220","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10","10","10","22.226","22.226","22.226"
"519623","","","","","","","","","","","","","","","","","","","","","","","","","37","37","37","22.591","22.591","22.591","","","","","","","","","","","","","","","","","",""
"519631","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12","12","12","22.345","22.345","22.345"
"519789","","","","","","","64","64","64","22.458","22.458","22.458","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"519957","107","107","107","22.299","22.299","22.299","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"520187","","","","","","","","","","","","","","","","","","","","","","","","","45","45","45","22.528","22.528","22.528","","","","","","","","","","","","","","","","","",""
"520404","100","100","100","22.351","22.351","22.351","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"520640","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26","26","26","22.68","22.68","22.68","","","","","","","","","","","",""
"521139","","","","","","","92","92","92","22.662","22.662","22.662","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"521279","","","","","","","","","","","","","53","53","53","22.271","22.271","22.271","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"521302","","","","","","","61","61","61","22.499","22.499","22.499","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"521558","71","71","71","22.121","22.121","22.121","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"521790","","","","","","","","","","","","","","","","","","","","","","","","","36","36","36","22.294","22.294","22.294","","","","","","","","","","","","","","","","","",""
