"num_samples","num_thread: 5 (threads: partner OBL5) - _step","num_thread: 5 (threads: partner OBL5) - _step__MIN","num_thread: 5 (threads: partner OBL5) - _step__MAX","num_thread: 5 (threads: partner OBL5) - score","num_thread: 5 (threads: partner OBL5) - score__MIN","num_thread: 5 (threads: partner OBL5) - score__MAX","num_thread: 10 (threads: partner OBL5) - _step","num_thread: 10 (threads: partner OBL5) - _step__MIN","num_thread: 10 (threads: partner OBL5) - _step__MAX","num_thread: 10 (threads: partner OBL5) - score","num_thread: 10 (threads: partner OBL5) - score__MIN","num_thread: 10 (threads: partner OBL5) - score__MAX","num_thread: 20 (threads: partner OBL5) - _step","num_thread: 20 (threads: partner OBL5) - _step__MIN","num_thread: 20 (threads: partner OBL5) - _step__MAX","num_thread: 20 (threads: partner OBL5) - score","num_thread: 20 (threads: partner OBL5) - score__MIN","num_thread: 20 (threads: partner OBL5) - score__MAX","num_thread: 40 (threads: partner OBL5) - _step","num_thread: 40 (threads: partner OBL5) - _step__MIN","num_thread: 40 (threads: partner OBL5) - _step__MAX","num_thread: 40 (threads: partner OBL5) - score","num_thread: 40 (threads: partner OBL5) - score__MIN","num_thread: 40 (threads: partner OBL5) - score__MAX","num_thread: 80 (threads: partner OBL5) - _step","num_thread: 80 (threads: partner OBL5) - _step__MIN","num_thread: 80 (threads: partner OBL5) - _step__MAX","num_thread: 80 (threads: partner OBL5) - score","num_thread: 80 (threads: partner OBL5) - score__MIN","num_thread: 80 (threads: partner OBL5) - score__MAX","num_thread: 120 (threads: partner OBL5) - _step","num_thread: 120 (threads: partner OBL5) - _step__MIN","num_thread: 120 (threads: partner OBL5) - _step__MAX","num_thread: 120 (threads: partner OBL5) - score","num_thread: 120 (threads: partner OBL5) - score__MIN","num_thread: 120 (threads: partner OBL5) - score__MAX","num_thread: 160 (threads: partner OBL5) - _step","num_thread: 160 (threads: partner OBL5) - _step__MIN","num_thread: 160 (threads: partner OBL5) - _step__MAX","num_thread: 160 (threads: partner OBL5) - score","num_thread: 160 (threads: partner OBL5) - score__MIN","num_thread: 160 (threads: partner OBL5) - score__MAX"
"255183","","","","","","","53","53","53","17.602","17.602","17.602","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"255439","121","121","121","17.581","17.581","17.581","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"256059","118","118","118","17.803","17.803","17.803","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"256909","","","","","","","","","","","","","","","","","","","","","","","","","6","6","6","14.408","14.408","14.408","","","","","","","","","","","",""
"257020","124","124","124","17.751","17.751","17.751","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"257517","122","122","122","17.679","17.679","17.679","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"257932","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","3","3","12.464","12.464","12.464"
"258208","119","119","119","17.406","17.406","17.406","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"258780","","","","","","","51","51","51","18.198","18.198","18.198","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"258957","","","","","","","51","51","51","17.589","17.589","17.589","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"259060","125","125","125","17.569","17.569","17.569","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"259074","","","","","","","","","","","","","26","26","26","17.77","17.77","17.77","","","","","","","","","","","","","","","","","","","","","","","",""
"259135","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","4","4","12.954","12.954","12.954","","","","","",""
"259235","","","","","","","51","51","51","18.405","18.405","18.405","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"259276","","","","","","","","","","","","","22","22","22","16.353","16.353","16.353","","","","","","","","","","","","","","","","","","","","","","","",""
"259533","123","123","123","17.634","17.634","17.634","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"259767","","","","","","","54","54","54","18.352","18.352","18.352","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"260096","","","","","","","52","52","52","18.259","18.259","18.259","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"260368","120","120","120","17.652","17.652","17.652","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"261040","","","","","","","","","","","","","22","22","22","17.534","17.534","17.534","","","","","","","","","","","","","","","","","","","","","","","",""
"261131","126","126","126","17.714","17.714","17.714","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"261608","124","124","124","17.622","17.622","17.622","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"261621","","","","","","","","","","","","","","","","","","","10","10","10","16.48","16.48","16.48","","","","","","","","","","","","","","","","","",""
"262145","","","","","","","","","","","","","","","","","","","","","","","","","7","7","7","15.321","15.321","15.321","","","","","","","","","","","",""
"262523","121","121","121","18.048","18.048","18.048","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"262911","","","","","","","","","","","","","22","22","22","17.694","17.694","17.694","","","","","","","","","","","","","","","","","","","","","","","",""
"263127","","","","","","","","","","","","","22","22","22","16.393","16.393","16.393","","","","","","","","","","","","","","","","","","","","","","","",""
"263213","127","127","127","17.648","17.648","17.648","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"263581","","","","","","","","","","","","","22","22","22","17.018","17.018","17.018","","","","","","","","","","","","","","","","","","","","","","","",""
"263635","125","125","125","17.645","17.645","17.645","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"263746","","","","","","","52","52","52","18.364","18.364","18.364","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"264008","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","4","4","13.061","13.061","13.061","","","","","",""
"264015","","","","","","","52","52","52","17.976","17.976","17.976","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"264184","","","","","","","","","","","","","22","22","22","17.535","17.535","17.535","","","","","","","","","","","","","","","","","","","","","","","",""
"264201","","","","","","","52","52","52","18.451","18.451","18.451","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"264479","","","","","","","55","55","55","18.124","18.124","18.124","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"264489","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","6","6","14.247","14.247","14.247","","","","","",""
"264662","122","122","122","17.629","17.629","17.629","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"265108","","","","","","","53","53","53","18.373","18.373","18.373","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"265278","128","128","128","18.081","18.081","18.081","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"265655","126","126","126","18.123","18.123","18.123","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"266784","123","123","123","17.521","17.521","17.521","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"267313","129","129","129","17.302","17.302","17.302","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"267737","127","127","127","17.642","17.642","17.642","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"267953","","","","","","","","","","","","","22","22","22","17.756","17.756","17.756","","","","","","","","","","","","","","","","","","","","","","","",""
"268060","","","","","","","","","","","","","","","","","","","","","","","","","5","5","5","13.984","13.984","13.984","","","","","","","","","","","",""
"268449","","","","","","","","","","","","","27","27","27","18.028","18.028","18.028","","","","","","","","","","","","","","","","","","","","","","","",""
"268573","","","","","","","","","","","","","","","","","","","11","11","11","16.672","16.672","16.672","","","","","","","","","","","","","","","","","",""
"268810","","","","","","","53","53","53","17.907","17.907","17.907","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"268904","124","124","124","17.702","17.702","17.702","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"269111","","","","","","","53","53","53","18.18","18.18","18.18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"269231","","","","","","","53","53","53","17.771","17.771","17.771","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"269233","","","","","","","56","56","56","18.242","18.242","18.242","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"269366","130","130","130","17.185","17.185","17.185","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"269806","128","128","128","18.034","18.034","18.034","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"270042","","","","","","","54","54","54","18.711","18.711","18.711","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"271047","125","125","125","17.82","17.82","17.82","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"271395","131","131","131","17.361","17.361","17.361","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"271867","129","129","129","17.143","17.143","17.143","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"272219","","","","","","","","","","","","","23","23","23","17.565","17.565","17.565","","","","","","","","","","","","","","","","","","","","","","","",""
"273186","126","126","126","17.894","17.894","17.894","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"273446","132","132","132","17.966","17.966","17.966","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"273876","","","","","","","54","54","54","18.735","18.735","18.735","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"273879","130","130","130","17.682","17.682","17.682","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
